playerName,sport,position,realrating,,,,,Sport,Position,Symbol
Ace Baldwin Jr.,CBB,cbb,121.6,,,,,,,
Payton Sandfort,CBB,cbb,121.2,,,,,,,
Bruce Thornton,CBB,cbb,121,,,,,,,
Brooks Barnhizer,CBB,cbb,120,,,,,,,
Maxime Raynaud,CBB,cbb,119.3,,,,,,,
Tamin Lipsey,CBB,cbb,118.8,,,,,,,
Walter Clayton Jr.,CBB,cbb,117.8,,,,,,,
Tony Perkins,CBB,cbb,117.8,,,,,,,
Jamir Watkins,CBB,cbb,117.6,,,,,,,
Johnell Davis,CBB,cbb,117.3,,,,,,,
Eric Dixon,CBB,cbb,115.8,,,,,,,
Markus Burton,CBB,cbb,115.1,,,,,,,
Kadary Richmond,CBB,cbb,114.4,,,,,,,
Julian Reese,CBB,cbb,112.2,,,,,,,
Andrew Carr,CBB,cbb,112.2,,,,,,,
Alex Karaban,CBB,cbb,111,,,,,,,
Myles Rice,CBB,cbb,110.5,,,,,,,
Jonas Aidoo,CBB,cbb,110.4,,,,,,,
Matthew Murrell,CBB,cbb,110.1,,,,,,,
Jaeden Zackery,CBB,cbb,109.6,,,,,,,
Coleman Hawkins,CBB,cbb,108.6,,,,,,,
Keshon Gilbert,CBB,cbb,108.4,,,,,,,
Zakai Zeigler,CBB,cbb,107.6,,,,,,,
Jordan Pope,CBB,cbb,107.6,,,,,,,
Dayvion McKnight,CBB,cbb,107.4,,,,,,,
L.J. Cryer,CBB,cbb,107.4,,,,,,,
Dawson Garcia,CBB,cbb,107.3,,,,,,,
Cameron Matthews,CBB,cbb,107.2,,,,,,,
Maliq Brown,CBB,cbb,106.6,,,,,,,
Dre Davis,CBB,cbb,105.9,,,,,,,
Desmond Claude,CBB,cbb,104.5,,,,,,,
Clifford Omoruyi,CBB,cbb,104.4,,,,,,,
Posh Alexander,CBB,cbb,103.9,,,,,,,
Tramon Mark,CBB,cbb,103.8,,,,,,,
Brice Williams,CBB,cbb,103.7,,,,,,,
Rienk Mast,CBB,cbb,103.4,,,,,,,
Jaylen Murray,CBB,cbb,103.1,,,,,,,
Sean Pedulla,CBB,cbb,102.8,,,,,,,
Malik Reneau,CBB,cbb,102,,,,,,,
AJ Storr,CBB,cbb,101.8,,,,,,,
Boopie Miller,CBB,cbb,101.7,,,,,,,
Cam Carter,CBB,cbb,101.5,,,,,,,
Dan Skillings Jr.,CBB,cbb,101.5,,,,,,,
Josh Hubbard,CBB,cbb,101.4,,,,,,,
J'Vonne Hadley,CBB,cbb,101.3,,,,,,,
Owen Freeman,CBB,cbb,100.8,,,,,,,
Chucky Hepburn,CBB,cbb,100.5,,,,,,,
Jahmyl Telfort,CBB,cbb,100.4,,,,,,,
Elijah Hawkins,CBB,cbb,100.2,,,,,,,
Jayden Epps,CBB,cbb,99.9,,,,,,,
Vladislav Goldin,CBB,cbb,99.9,,,,,,,
Steven Crowl,CBB,cbb,99.8,,,,,,,
KJ Adams Jr.,CBB,cbb,99.5,,,,,,,
Pop Isaacs,CBB,cbb,98.9,,,,,,,
Frankie Collins,CBB,cbb,98.9,,,,,,,
Darrion Williams,CBB,cbb,98.8,,,,,,,
Grant Nelson,CBB,cbb,98.3,,,,,,,
J'Wan Roberts,CBB,cbb,98,,,,,,,
Darius Johnson,CBB,cbb,98,,,,,,,
AJ Hoggard,CBB,cbb,97.4,,,,,,,
Javon Small,CBB,cbb,97.3,,,,,,,
Ian Schieffelin,CBB,cbb,96.9,,,,,,,
Brandon Huntley-Hatfield,CBB,cbb,96.7,,,,,,,
Dug McDaniel,CBB,cbb,96.7,,,,,,,
Arthur Kaluma,CBB,cbb,96.7,,,,,,,
Meechie Johnson,CBB,cbb,96.2,,,,,,,
Andersson Garcia,CBB,cbb,96,,,,,,,
Jeremy Roach,CBB,cbb,95.7,,,,,,,
Nique Clifford,CBB,cbb,94.7,,,,,,,
Claudell Harris Jr.,CBB,cbb,93.8,,,,,,,
Lynn Kidd,CBB,cbb,93.4,,,,,,,
Cameron Hildreth,CBB,cbb,92.9,,,,,,,
Kobe Johnson,CBB,cbb,92.9,,,,,,,
Jayden Taylor,CBB,cbb,92.7,,,,,,,
DJ Davis,CBB,cbb,92.6,,,,,,,
Devin McGlockton,CBB,cbb,92.5,,,,,,,
Jaemyn Brakefield,CBB,cbb,92.4,,,,,,,
Miles Kelly,CBB,cbb,92.1,,,,,,,
Dallin Hall,CBB,cbb,91.4,,,,,,,
Ishmael Leggett,CBB,cbb,91.3,,,,,,,
Great Osobor,CBB,cbb,91,,,,,,,
Matthew Cleveland,CBB,cbb,90.1,,,,,,,
Will Richard,CBB,cbb,89.7,,,,,,,
Tyler Bilodeau,CBB,cbb,89.5,,,,,,,
Roddy Gayle Jr.,CBB,cbb,89.5,,,,,,,
Khalif Battle,CBB,cbb,89.1,,,,,,,
Dillon Mitchell,CBB,cbb,88.8,,,,,,,
Alijah Martin,CBB,cbb,88.6,,,,,,,
Dylan Andrews,CBB,cbb,88.4,,,,,,,
Micah Peavy,CBB,cbb,88.2,,,,,,,
Gabe Madsen,CBB,cbb,88,,,,,,,
Steven Ashworth,CBB,cbb,87.9,,,,,,,
Dajuan Harris Jr.,CBB,cbb,87.3,,,,,,,
Supreme Cook,CBB,cbb,87.2,,,,,,,
Mark Mitchell,CBB,cbb,86.5,,,,,,,
Tyrese Hunter,CBB,cbb,86.3,,,,,,,
Pierre Brooks II,CBB,cbb,85.8,,,,,,,
Dontrez Styles,CBB,cbb,85.3,,,,,,,
Trey Galloway,CBB,cbb,85,,,,,,,
Juwan Gary,CBB,cbb,84.7,,,,,,,
Lazar Stefanovic,CBB,cbb,84.7,,,,,,,
Deivon Smith,CBB,cbb,84.6,,,,,,,
Jose Perez,CBB,cbb,84.1,,,,,,,
Chad Baker-Mazara,CBB,cbb,84,,,,,,,
Jaxson Robinson,CBB,cbb,83.9,,,,,,,
Baye Ndongo,CBB,cbb,83.9,,,,,,,
Jaylin Sellers,CBB,cbb,83.6,,,,,,,
Emanuel Sharp,CBB,cbb,83.5,,,,,,,
Collin Murray-Boyles,CBB,cbb,83.4,,,,,,,
Chase Hunter,CBB,cbb,83.4,,,,,,,
Ryan Nembhard,CBB,cbb,83.3,,,,,,,
Jackson Shelstad,CBB,cbb,83.3,,,,,,,
Terrance Williams II,CBB,cbb,83.1,,,,,,,
Bensley Joseph,CBB,cbb,83,,,,,,,
Curtis Jones,CBB,cbb,82.9,,,,,,,
Kylan Boswell,CBB,cbb,82.7,,,,,,,
Graham Ike,CBB,cbb,81.8,,,,,,,
Jayden Nunn,CBB,cbb,81.7,,,,,,,
Jalon Moore,CBB,cbb,81.6,,,,,,,
Javian McCollum,CBB,cbb,80.9,,,,,,,
Brandon Angel,CBB,cbb,80.8,,,,,,,
J.J. Starling,CBB,cbb,80.5,,,,,,,
Koren Johnson,CBB,cbb,80.2,,,,,,,
Kwame Evans Jr.,CBB,cbb,80.1,,,,,,,
Isaac McKneely,CBB,cbb,80,,,,,,,
Keba Keita,CBB,cbb,79.9,,,,,,,
Jamiya Neal,CBB,cbb,79.9,,,,,,,
Richie Saunders,CBB,cbb,79.6,,,,,,,
Wooga Poplar,CBB,cbb,79.5,,,,,,,
Milan Momcilovic,CBB,cbb,79.5,,,,,,,
Chance McMillian,CBB,cbb,79.2,,,,,,,
Chris Bell,CBB,cbb,79.1,,,,,,,
Max Klesmit,CBB,cbb,78.6,,,,,,,
Andrej Jakimovski,CBB,cbb,78.5,,,,,,,
Jaden Akins,CBB,cbb,78.4,,,,,,,
Sebastian Mack,CBB,cbb,78.2,,,,,,,
Milos Uzan,CBB,cbb,78.1,,,,,,,
Day Day Thomas,CBB,cbb,78,,,,,,,
Jaland Lowe,CBB,cbb,77.5,,,,,,,
Otega Oweh,CBB,cbb,77.5,,,,,,,
Tamar Bates,CBB,cbb,77.2,,,,,,,
Alex Condon,CBB,cbb,77.1,,,,,,,
David N'Guessan,CBB,cbb,76.7,,,,,,,
Silas Demary Jr.,CBB,cbb,76.4,,,,,,,
Pharrel Payne,CBB,cbb,76.4,,,,,,,
Eddie Lampkin Jr.,CBB,cbb,76.4,,,,,,,
Mike Mitchell Jr.,CBB,cbb,76.1,,,,,,,
Tyrese Proctor,CBB,cbb,76,,,,,,,
Tyrin Lawrence,CBB,cbb,75.8,,,,,,,
David Joplin,CBB,cbb,75.7,,,,,,,
Mackenzie Mgbako,CBB,cbb,75.4,,,,,,,
Trevin Knell,CBB,cbb,75.2,,,,,,,
Mike James,CBB,cbb,75.2,,,,,,,
Nimari Burnett,CBB,cbb,74.8,,,,,,,
Nijel Pack,CBB,cbb,74.5,,,,,,,
Viktor Lakhin,CBB,cbb,74.5,,,,,,,
Zack Austin,CBB,cbb,74.4,,,,,,,
Dylan Addae-Wusu,CBB,cbb,74,,,,,,,
Felix Okpara,CBB,cbb,73.8,,,,,,,
Tarris Reed Jr.,CBB,cbb,73.6,,,,,,,
Ja'Vier Francis,CBB,cbb,73.2,,,,,,,
Kanye Clary,CBB,cbb,72.9,,,,,,,
Ty Rodgers,CBB,cbb,72.8,,,,,,,
Elliot Cadeau,CBB,cbb,72.8,,,,,,,
Dylan Cardwell,CBB,cbb,72.8,,,,,,,
Micah Handlogten,CBB,cbb,72.6,,,,,,,
Brandon Garrison,CBB,cbb,72.1,,,,,,,
Rylan Griffen,CBB,cbb,72,,,,,,,
Tre White,CBB,cbb,71.8,,,,,,,
Solomon Washington,CBB,cbb,71.4,,,,,,,
Efton Reid III,CBB,cbb,71.3,,,,,,,
Simas Lukosius,CBB,cbb,71.2,,,,,,,
Ven-Allen Lubin,CBB,cbb,71,,,,,,,
Skyy Clark,CBB,cbb,70.7,,,,,,,
Eric Dailey Jr.,CBB,cbb,70.6,,,,,,,
Micah Parrish,CBB,cbb,70.1,,,,,,,
Abou Ousmane,CBB,cbb,70,,,,,,,
TJ Bamba,CBB,cbb,69.9,,,,,,,
Fletcher Loyer,CBB,cbb,69.6,,,,,,,
Justin Hill,CBB,cbb,68.6,,,,,,,
Michael O'Connell,CBB,cbb,68.5,,,,,,,
Stevie Mitchell,CBB,cbb,68.4,,,,,,,
Naithan George,CBB,cbb,68,,,,,,,
Nick Martinelli,CBB,cbb,67.7,,,,,,,
Baba Miller,CBB,cbb,67.7,,,,,,,
Jabri Abdur-Rahim,CBB,cbb,66.6,,,,,,,
D.J. Wagner,CBB,cbb,66.5,,,,,,,
Guillermo Diaz Graham,CBB,cbb,66.4,,,,,,,
Scottie Scheffler,GOLF,golf,135.9,,,,,,,
Ben Griffin,GOLF,golf,135.2,,,,,,,
Sam Stevens,GOLF,golf,118.8,,,,,,,
Maverick McNealy,GOLF,golf,117.6,,,,,,,
Patrick Rodgers,GOLF,golf,117.5,,,,,,,
Xander Schauffele,GOLF,golf,116,,,,,,,
Mackenzie Hughes,GOLF,golf,109.1,,,,,,,
Davis Thompson,GOLF,golf,108.5,,,,,,,
Sahith Theegala,GOLF,golf,106.6,,,,,,,
Sungjae Im,GOLF,golf,106.3,,,,,,,
Aaron Rai,GOLF,golf,106.1,,,,,,,
Andrew Novak,GOLF,golf,105.8,,,,,,,
Justin Lower,GOLF,golf,103.8,,,,,,,
Eric Cole,GOLF,golf,103.7,,,,,,,
Tom Hoge,GOLF,golf,103.6,,,,,,,
Ludvig Aberg,GOLF,golf,103.4,,,,,,,
Mark Hubbard,GOLF,golf,103.1,,,,,,,
Beau Hossler,GOLF,golf,102.4,,,,,,,
Seamus Power,GOLF,golf,102.2,,,,,,,
Doug Ghim,GOLF,golf,100.9,,,,,,,
Corey Conners,GOLF,golf,98.6,,,,,,,
Keith Mitchell,GOLF,golf,98.6,,,,,,,
Max Greyserman,GOLF,golf,98.2,,,,,,,
Akshay Bhatia,GOLF,golf,96.4,,,,,,,
Adam Svensson,GOLF,golf,96.2,,,,,,,
Si Woo Kim,GOLF,golf,95.7,,,,,,,
Rico Hoey,GOLF,golf,95.3,,,,,,,
Nico Echavarria,GOLF,golf,95.2,,,,,,,
Denny McCarthy,GOLF,golf,94.7,,,,,,,
Lucas Glover,GOLF,golf,94.2,,,,,,,
Brian Harman,GOLF,golf,93.1,,,,,,,
Wyndham Clark,GOLF,golf,92.9,,,,,,,
Ben Silverman,GOLF,golf,92.8,,,,,,,
Taylor Moore,GOLF,golf,92.6,,,,,,,
Harry Hall,GOLF,golf,92.5,,,,,,,
Chan Kim,GOLF,golf,91.6,,,,,,,
Taylor Pendrith,GOLF,golf,91.2,,,,,,,
Chandler Phillips,GOLF,golf,89.6,,,,,,,
Collin Morikawa,GOLF,golf,89.6,,,,,,,
Hideki Matsuyama,GOLF,golf,89.1,,,,,,,
J.J. Spaun,GOLF,golf,88.5,,,,,,,
Christiaan Bezuidenhout,GOLF,golf,88.5,,,,,,,
Rory McIlroy,GOLF,golf,88.3,,,,,,,
Victor Perez,GOLF,golf,88,,,,,,,
Sam Burns,GOLF,golf,87.7,,,,,,,
Tony Finau,GOLF,golf,87.3,,,,,,,
Austin Eckroat,GOLF,golf,87.1,,,,,,,
Erik van Rooyen,GOLF,golf,87.1,,,,,,,
Jacob Bridgeman,GOLF,golf,86.9,,,,,,,
J.T. Poston,GOLF,golf,86.5,,,,,,,
Mac Meissner,GOLF,golf,86.2,,,,,,,
Carson Young,GOLF,golf,85.8,,,,,,,
Joseph Bramlett,GOLF,golf,84.4,,,,,,,
Brendon Todd,GOLF,golf,83.7,,,,,,,
S.H. Kim,GOLF,golf,83.6,,,,,,,
Alex Noren,GOLF,golf,83.4,,,,,,,
Kurt Kitayama,GOLF,golf,83.4,,,,,,,
Harris English,GOLF,golf,83,,,,,,,
Ryo Hisatsune,GOLF,golf,82.8,,,,,,,
Stephan Jaeger,GOLF,golf,82.8,,,,,,,
Matti Schmid,GOLF,golf,82.8,,,,,,,
Joel Dahmen,GOLF,golf,80.6,,,,,,,
Tom Kim,GOLF,golf,80.3,,,,,,,
Adam Scott,GOLF,golf,79.6,,,,,,,
Kevin Yu,GOLF,golf,79.1,,,,,,,
Tommy Fleetwood,GOLF,golf,78.8,,,,,,,
Michael Kim,GOLF,golf,78.2,,,,,,,
Jhonattan Vegas,GOLF,golf,78.1,,,,,,,
Henrik Norlander,GOLF,golf,78.1,,,,,,,
Emiliano Grillo,GOLF,golf,78,,,,,,,
Byeong Hun An,GOLF,golf,77.9,,,,,,,
Patrick Fishburn,GOLF,golf,77.9,,,,,,,
Lee Hodges,GOLF,golf,77.8,,,,,,,
Lanto Griffin,GOLF,golf,77.6,,,,,,,
Justin Thomas,GOLF,golf,77.5,,,,,,,
Cameron Young,GOLF,golf,77.1,,,,,,,
K.H. Lee,GOLF,golf,76.4,,,,,,,
Billy Horschel,GOLF,golf,76.2,,,,,,,
Nick Hardy,GOLF,golf,75.8,,,,,,,
Keegan Bradley,GOLF,golf,75.7,,,,,,,
Vince Whaley,GOLF,golf,75,,,,,,,
Robert MacIntyre,GOLF,golf,74.9,,,,,,,
Pierceson Coody,GOLF,golf,74.9,,,,,,,
Joe Highsmith,GOLF,golf,73.8,,,,,,,
Andrew Putnam,GOLF,golf,73.5,,,,,,,
Nick Taylor,GOLF,golf,73.5,,,,,,,
Russell Henley,GOLF,golf,72.7,,,,,,,
Dylan Wu,GOLF,golf,72.5,,,,,,,
Chad Ramey,GOLF,golf,72.5,,,,,,,
Jason Day,GOLF,golf,72.2,,,,,,,
Daniel Berger,GOLF,golf,72.2,,,,,,,
Robby Shelton,GOLF,golf,71.8,,,,,,,
Jake Knapp,GOLF,golf,71.6,,,,,,,
David Skinns,GOLF,golf,71.3,,,,,,,
Charley Hoffman,GOLF,golf,71.4,,,,,,,
Sepp Straka,GOLF,golf,70.6,,,,,,,
Adam Schenk,GOLF,golf,70.1,,,,,,,
Hayden Springer,GOLF,golf,69.6,,,,,,,
Greyson Sigg,GOLF,golf,69,,,,,,,
Chris Kirk,GOLF,golf,68.3,,,,,,,
A'ja Wilson,WNBA,wnba,219.1,,,,,,,
Breanna Stewart,WNBA,wnba,172.5,,,,,,,
Napheesa Collier,WNBA,wnba,159.8,,,,,,,
Arike Ogunbowale,WNBA,wnba,149.6,,,,,,,
Caitlin Clark,WNBA,wnba,147.8,,,,,,,
Sabrina Ionescu,WNBA,wnba,144.9,,,,,,,
Dearica Hamby,WNBA,wnba,138.3,,,,,,,
Jonquel Jones,WNBA,wnba,138,,,,,,,
Aliyah Boston,WNBA,wnba,134.3,,,,,,,
Alyssa Thomas,WNBA,wnba,130.8,,,,,,,
Nneka Ogwumike,WNBA,wnba,129.1,,,,,,,
Skylar Diggins,WNBA,wnba,127.7,,,,,,,
Jewell Loyd,WNBA,wnba,124.8,,,,,,,
Tina Charles,WNBA,wnba,124.7,,,,,,,
Jackie Young,WNBA,wnba,122.6,,,,,,,
Kahleah Copper,WNBA,wnba,116.6,,,,,,,
Kelsey Mitchell,WNBA,wnba,116.3,,,,,,,
DeWanna Bonner,WNBA,wnba,115.6,,,,,,,
Allisha Gray,WNBA,wnba,115,,,,,,,
Kelsey Plum,WNBA,wnba,114,,,,,,,
Ariel Atkins,WNBA,wnba,113.4,,,,,,,
Alanna Smith,WNBA,wnba,112.6,,,,,,,
Ezi Magbegor,WNBA,wnba,112.3,,,,,,,
Marina Mabrey,WNBA,wnba,111.8,,,,,,,
Kayla McBride,WNBA,wnba,108.8,,,,,,,
Natasha Cloud,WNBA,wnba,108.7,,,,,,,
Brionna Jones,WNBA,wnba,108.7,,,,,,,
Courtney Williams,WNBA,wnba,108.2,,,,,,,
Brittney Griner,WNBA,wnba,108,,,,,,,
Angel Reese,WNBA,wnba,106.5,,,,,,,
Rhyne Howard,WNBA,wnba,100.1,,,,,,,
Teaira McCowan,WNBA,wnba,99.4,,,,,,,
Chennedy Carter,WNBA,wnba,98.6,,,,,,,
Diana Taurasi,WNBA,wnba,95.6,,,,,,,
DiJonai Carrington,WNBA,wnba,93,,,,,,,
NaLyssa Smith,WNBA,wnba,91.7,,,,,,,
Bridget Carleton,WNBA,wnba,91.2,,,,,,,
Rickea Jackson,WNBA,wnba,89.9,,,,,,,
Stefanie Dolson,WNBA,wnba,84.2,,,,,,,
Natasha Howard,WNBA,wnba,84,,,,,,,
Tyasha Harris,WNBA,wnba,79.9,,,,,,,
Kamilla Cardoso,WNBA,wnba,76.9,,,,,,,
Myisha Hines-Allen,WNBA,wnba,74.1,,,,,,,
Sophie Cunningham,WNBA,wnba,73.6,,,,,,,
Betnijah Laney-Hamilton,WNBA,wnba,69.2,,,,,,,
Jordan Horston,WNBA,wnba,66.6,,,,,,,
Odyssey Sims,WNBA,wnba,64.5,,,,,,,
Tiffany Hayes,WNBA,wnba,63.5,,,,,,,
Leonie Fiebich,WNBA,wnba,63,,,,,,,
Aaliyah Edwards,WNBA,wnba,62.1,,,,,,,
Lindsay Allen,WNBA,wnba,62.1,,,,,,,
Shatori Walker-Kimbrough,WNBA,wnba,61.5,,,,,,,
Julie Vanloo,WNBA,wnba,60,,,,,,,
Chelsea Gray,WNBA,wnba,59.8,,,,,,,
Monique Billings,WNBA,wnba,59.6,,,,,,,
Courtney Vandersloot,WNBA,wnba,58.5,,,,,,,
Naz Hillmon,WNBA,wnba,58.3,,,,,,,
Alysha Clark,WNBA,wnba,57.4,,,,,,,
Natasha Mack,WNBA,wnba,57,,,,,,,
Emily Engstler,WNBA,wnba,55.8,,,,,,,
Satou Sabally,WNBA,wnba,54.1,,,,,,,
Kayla Thornton,WNBA,wnba,53.7,,,,,,,
Jordin Canada,WNBA,wnba,52.6,,,,,,,
Dana Evans,WNBA,wnba,51.6,,,,,,,
Natisha Hiedeman,WNBA,wnba,50.9,,,,,,,
Karlie Samuelson,WNBA,wnba,49.5,,,,,,,
Aari McDonald,WNBA,wnba,48.7,,,,,,,
Kia Nurse,WNBA,wnba,48.7,,,,,,,
Maddy Siegrist,WNBA,wnba,48.3,,,,,,,
Jacy Sheldon,WNBA,wnba,46.4,,,,,,,
Sami Whitcomb,WNBA,wnba,45.5,,,,,,,
Isabelle Harrison,WNBA,wnba,44.5,,,,,,,
Azura Stevens,WNBA,wnba,43.4,,,,,,,
Lexie Hull,WNBA,wnba,43.3,,,,,,,
Rae Burrell,WNBA,wnba,43.3,,,,,,,
Kalani Brown,WNBA,wnba,42.5,,,,,,,
Cheyenne Parker-Tyus,WNBA,wnba,42.1,,,,,,,
Dorka Juhasz,WNBA,wnba,42,,,,,,,
Stephanie Talbot,WNBA,wnba,41.6,,,,,,,
Sevgi Uzun,WNBA,wnba,41.4,,,,,,,
Brittney Sykes,WNBA,wnba,41.3,,,,,,,
Rachel Banham,WNBA,wnba,41.1,,,,,,,
Li Yueru,WNBA,wnba,40.2,,,,,,,
Cecilia Zandalasini,WNBA,wnba,39.6,,,,,,,
Kiah Stokes,WNBA,wnba,38.3,,,,,,,
Katie Lou Samuelson,WNBA,wnba,38,,,,,,,
Michaela Onyenwere,WNBA,wnba,37.7,,,,,,,
Nyara Sabally,WNBA,wnba,36.2,,,,,,,
Jade Melbourne,WNBA,wnba,35.8,,,,,,,
Mercedes Russell,WNBA,wnba,35.8,,,,,,,
Kennedy Burke,WNBA,wnba,34.2,,,,,,,
Erica Wheeler,WNBA,wnba,34.2,,,,,,,
Nia Coffey,WNBA,wnba,33.9,,,,,,,
Haley Jones,WNBA,wnba,33,,,,,,,
Temi Fagbenle,WNBA,wnba,32.1,,,,,,,
Cameron Brink,WNBA,wnba,31.3,,,,,,,
Gabby Williams,WNBA,wnba,30.6,,,,,,,
Megan Gustafson,WNBA,wnba,30.4,,,,,,,
Kristy Wallace,WNBA,wnba,30.4,,,,,,,
Rebecca Allen,WNBA,wnba,29.7,,,,,,,
